Tweet,Date
"Apuñalamientos diarios en Madrid y otras ciudades de España por parte de Menas y bandas latinas. La inseguridad aumentando y lo peor de todo, que se está normalizando
Es lo que trae el multiculturalismo progre: violencia
Y los que miran para otro lado, que no les toque
Basta ya",2022-02-06
"1 person beaten to death and 5 others shot, 1 fatally, at 4th of July gathering in Chicago - WLS",2023-07-05
"“Political violence has no place in our country.” 

Says the weasel who urged a mob to go after Supreme Court Justices Gorsuch and Kavanaugh…",2024-07-14
Please submit SS of his posts. He isn’t only sharing the data. He has been tweeting mentioning that he has been sharing data with mob urging them to unleash violence.,2024-10-15
"Mob justice is a form of extrajudicial punishment or retribution in which a person suspected of wrongdoing is typically humiliated, beaten, and in many cases killed by vigilantes or a crowd. ",2023-03-09
"Seeing this anti Hindu chew lards hide into rat hole.
Our chudiciary becomes powerful over powerless (Hindus)& becoms powerless b4 powerful (intolerant  minority + mob violence)
We hv weak PM @narendramodi n min @arjunrammeghwal -not to show mirror 2 chew lards #CJIDYChandrachud",2024-10-16
Here is the much maligned @JohnAshbrook clip he referred to on @RuthlessPodcast which triggered verbal mob violence against him.,2024-10-15
"Worth remembering that the reason Donald Trump was kicked off Twitter is that, after he directed an angry mob to the Capitol to overturn the election, Twitter (and Facebook) decided there was a significant risk he’d cause more violence.",2022-11-20
"WATCH how a Republican leader quells a mob and deals with Islamophobia. Today, from @GOPLeader McCarthy we see the opposite. Silence. Green lights. Violence is on the horizon.",2021-12-01
"8/

Part seven: Despite the violence against police and in the Capitol, Trump ignored myriad pleas for help and folks begging him to take immediate action to stop the violence and tell the MAGA mob to leave the Capitol.",2022-06-10
"Today's salient facts - based on police reporting

In 2017, there were 2,138 violent offences committed by gang members; in 2021, this number was 1,704. The number of violent offences committed by gang members peaked in 2010, at 2,362.

Thanks Gerard.",2022-05-13
"Mobs are roaming areas where migrants have the numbers, they are hunting for blood.   

Police are doing nothing to confront them. The police are instead guarding the mosques for them while they hunt.",2024-08-04
